,file_name,text
10,2011-47130-11.pdf,"['Дефектоскопы ультразвуковые специализированные ""PELENG"" УДС2–111', 'Таблица 1 Наименование Идентификаци- Номер версии Цифровой иден- Алгоритм', 'Диапазон измерения расстояния до выявленного дефекта на поверхно-', 'сти катания колеса, мм', 'Пределы допускаемого значения абсолютной погрешности измерения', 'расстояния до выявленного дефекта на поверхности катания колеса Y,', 'мм................................................................................................................................ ±(25+0,025Y)', 'шт. 1 2 3 4', 'Основные средства поверки: 1. Осциллограф универсальный С1-64 И22.044.040. Максимальное', '1. Осциллограф же-ние (с делителем 1:10)', 'же-ние (с делителем 1:10) – не более 200 В; значения коэффициентов мкс/дел. до 1 с/дел. Погрешность ±5 %', 'мкс/дел. до 1 с/дел. Погрешность ±5 % 2. Генератор сигналов высокочастотный Г4-158. Диапазон', '2. Генератор сигналов высокочастотный Г4-158. Диапазон частот 0,01-100 Пределы допускаемой основной погрешности:установки частоты ±0,001 %; ослабления', 'Офис продаж и обслуживания потребителей: Санкт-Петербург, пр. Обуховской Обороны, 86 (ст. метро ""Елизаровская"");', 'регулированию и метрологии', '', 'М.п. «___»__________2011', '', '']"
11,2021-47679-11.pdf,"['Хроматографы газовые промышленные PGC 5000', '', '(концентрации компонента) %: ДТП', 'Предел допускаемого, приведенного к верхнему', 'пределу поддиапазона измерений значения среднего', 'квадратического отклонения выходного сигнала', '(концентрации компонента) %:', '3', 'Предел детектирования:', 'гС/см3', 'гС/с', 'гS/с']"
12,2011-47690-11.pdf,"['Тахометры электронные РАНК-1', '', 'Диапазон измерения частоты вращения коленчатого вала, об/мин час-', 'Предел допускаемой относительной погрешности измерения час- вала, %', 'Предел допускаемой относительной тоты вращения коленчатого вала, % (количество', '2,5 3, 4,', '15 июня 2011 г. 1июня, входящим в состав АДШВ.402233.001 РЭ и ПС.', 'Изготовитель', 'Изготовитель', 'Изготовитель Полное наименование организации:', 'ответственностью']"
13,2010-46473-10.pdf,"['Система автоматизированная информ но-измерительная коммерческого учета', 'но-измерительная коммерческого учета электрической энергии АНИС КУЭ -', 'электрической энергии АНИС КУЭ - ""ПС 500 кВ Комсомольская""', '""ПС 500 кВ Комсомольская""', 'логовых сигналов преобразуются в цифровой электрического тока и напряжения в микропроцессоре', 'электрического тока и напряжения в микропроцессоре вующие мгновенные значения активной, реактивной', 'вующие мгновенные значения активной, реактивной фициентов трансформации, которые усредняются', 'фициентов трансформации, которые усредняются', 'п/п АТС п/п АТС тока 1 2 3 4', 'ТФМ-110-11УХЛ1', 'О «ВводЗАТ ПОкВ» кл. T O , 2 S', 'Ктг =', 'Зав. №831312 Зав. №831314', 'Госреестр № 16023-97', 'О «В Л 110 кВ Комсомольская- ТФМ-110-1ГУХЛ1 кл. т 0,2S', '«В Л 110 кВ Комсомольская- К(С-119)» кл. т Ктг =', 'Номер ИИК coscp', 'Номер ИИК coscp Il(2)^ Iimi<', '1,0', '1 , 3 , 6 - 1 3 1,0 1 , 3 , 6 - 1 3 0,9 1 , 3 , 6 - 1 3 1 , 3 , 6 - 1 3 1 , 3 , 6 - 1 3', 'Границы допускаемой относительной погрешности измерения активной электрической энергии в рабочих условиях эксплуатации АИИС КУЭ', 'энергии в рабочих условиях эксплуатации АИИС КУЭ', '±0,9', '5ioo %,', 'гии, по ГОСТР 52425 в режиме измерения', 'Допускается замена измерительных трансформаторов', 'аналогичные (см. п. 6 Примечания) утвержденных', 'стиками не хуже, чем у перечисленных', 'Трансформаторы тока по ГОСТ 7746, трансформаторы напряжения по ГОСТ 1983, счетчики электроэнергии по ГОСТ Р 52323 в режиме измерения активной электроэнер\xad', 'электроэнергии по ГОСТ Р 52323 в режиме измерения активной 52425 в режиме измерения реактивной электроэнергии;', 'характери\xad компонентов', '', 'КОМПЛЕКТНОСТЬ', 'Комплектность АИИС КУЭ определяется', 'Комплектность АИИС КУЭ определяется комплект поставки входит техническая документация', 'комплект поставки входит техническая измерений.', 'тации АИИС КУЭ типографским способом.', 'КОМПЛЕКТНОСТЬ ПОСТАВКИ', 'комплектующие', '', 'ИЗГОТОВИТЕЛЬ', 'ИЗГОТОВИТЕЛЬ', 'ООО «Энсис Технологии»', '«Энсис Технологии» 111250, г. Москва, проезд завода', 'ставлению описания типа».', '', '', '']"
14,2016-46512-11.pdf,"['Измерители длины материалов ИДМ моделей ИДМ-20, ИДМ-30, ИДМ-65ПВВР, ИДМ-65ПВР, ИДМ-120', 'ИДМ-65ПВВР, ИДМ-65ПВР, ИДМ-120', '', '', '', '', 'Диапазон измерений длины, м', 'длины, м', 'Пределы допускаемой', 'абсолютной', 'погрешности длины,', 'измерений длины, м', '±(0,1+0,01·L),', '6 − напряжение, В; − частота, 15 30 220+ −', '− частота, Гц', 'Руководство по эксплуатации………………………………...……………….…….....1 Методика поверки…………………………………..……………………….……….....1', 'Методика поверки…………………………………..……………………….……….....1', 'Поверка', 'Поверка осуществляется по', 'осуществляется по ИДМ-30, ИДМ-65ПВВР,', 'ИДМ-30, ИДМ-65ПВВР, ИДМ-65ПВР, утвержденному ГЦИ СИ ФГУП', 'материалов ИДМ', '1. МИ 2060-90 «ГСИ. Государственная поверочная схема для средств измерений длины в диапазоне 1*10-6...50 м и длин волн в диапазоне 0,2...50 мкм»;', 'длины в диапазоне 1*10-6...50 м и длин волн в 2. ТУ 4381-052-72450401-2010 «Измерители', 'Заместитель Руководителя Федерального', 'Руководителя Федерального агентства по техническому', 'агентства по техническому регулированию и метрологии', 'регулированию и метрологии', '', '', '']"
15,2010-46028-10.pdf,"['Датчики весоизмерительные балочные из алюминия', 'Модификации датчиков отличаются максимальной погрешности, габаритными размерами, массой и имеют следующее', 'кг', 'Интервалы измерений,', 'Пределы допускаемой погрешности при поверке (пiре), кг ± 0,35 v .', '± 0,35 v ± 0,7 v', 'Максимальное число поверочных интервалов птах Максимальная нагрузка, Е111 , кг', 'точности нагрузка', '17.1 Класс точности (птах), максимальная нагрузка', 'МОЗМ МР 60, максимальное число поверочных интервалов (Етах), минимальный поверочный интервал (v„,) приведены', '', 'таблице 18.2', 'Номинальный влагоустойчивости', '19.2. Номинальный 19.3. Класс влагоустойчивости 19.4.', 'относительный выходной сигнал, мВ/В\t\t\t 2 f 0,1 влагоустойчивости по МОЗМ МР 60 (справочно)\t СН Етах, датчиков приведены', 'размеры и масса', 'неавтоматического действия . Метрологические и устанавливающие требования', '', 'Заявители', '', '']"
16,2010-45978-10.pdf,"['Трансформаторы напряжения FGE 25В', 'FGE 25В', 'кВ', 'Наибольшее рабочее напряжение,', 'ПОВЕРКА производят', 'ПОВЕРКА Поверку трансформаторов ""Трансформаторы', 'кВНИИМС»\t', 'ГЦИ СИ ФГУП кВНИИМС»\t']"
17,2010-45404-10.pdf,"['• Измерители параметров изоляции САЛЮТ КДИ-1', 'САЛЮТ КДИ-1', 'измерений, на концах шины - клеммы Блок индикации САЛЮТ-МИ включает', 'индикации САЛЮТ-МИ микроконтроллер и выполнен', '54 Гц t 5 °/о', 'относительной основной', 'основной погрешности', 'погрешности на частоте', 'допускаемой относительной', 'Пределы допускаемой', 'температура окружающего воздуха (20 относительная влажность воздуха от', 'относительная влажность воздуха атмосферное давление от 630', '', '', 'высоковольтного и блока', 'высоковольтного и блока .', '', '', 'ТУ 4221-008-73237307-2010 Измерители Технические условия .', 'условия .', '', 'В.Г. Аулов', 'В.Г. Аулов', '', '', '']"
18,2010-44533-10.pdf,"['Система информационно-измерительная автоматизированная замерной установки', 'автоматизированная замерной установки фактора нефтега-', 'для определения газового фактора нефтега- зодобывающих скважин «ЗУОГФ»', 'уровнемер лазерный «LМ80» (Госреестр газа ротационный «1 У0 G25»', 'счетчик газа ротационный «1 У0 G25»', 'счетчик термометр сопротивления платиновый датчик абсолютного давления «Метран-100-Ех-ДА»', '', '', 'Контроллер универсальный Суммарная относи-', 't 3 °/о', 'Суммарная относи- тельная погрешность измерения уровня', 'измерения уровня жидкости в накопите-', 'жидкости в накопите- ле Расход попутного газа', 'Поверка АИИС «ЗУОГФ» проводится', 'Поверка АИИС «ЗУОГФ» проводится мационно-измерительная автоматизированная', 'мационно-измерительная автоматизированная фактора нефтегазодобывающих скважин «ЗУОГФ». измерительных преобразователей (1-й уровень)', '', 'Знак утверждения типа', 'Знак утверждения АИИС «ЗУОГФ » типографским', 'АИИС «ЗУОГФ » типографским']"
19,2010-44694-10.pdf,"['Система автоматизированная', 'информационно-измерительная', 'коммерческого учета электроэнергии', '(АИИС КУЭ) 000 «Нефтехим-ЭнергоТрейд»', 'автоматизированные рабочие места персонала', 'Первичные фазные токи и напряжения', 'трансформаторами в аналоговые сигналы низкого', 'поступают на соответствующие входы электронного', 'кВ т . Альмеж, 300/5 Кл .\t 0,5', 'Альмеж, 10000/100 кВ, яч.2 Зав.Nв 38561 - Зав.Nв 2168', '- Зав.Nв 2168 Зав.Nв 38125', 'Зав.Nв 38125 ТПЛ-10', 'Основная', 'погреш-', 'ность,°/о', '+ 2,7', 'кВ Химград, Кл. т. 0,5S 800/5 Кл. т. 0,5', 'Химград, яч.43 Зав .М2 3403 6000/100 Зав.N 1046', 'Зав.Nв 3402 Зав.N 1046', 'Примечания : Характеристики погрешности ИК даны для измерения электроэнергии', '', '', '+ 1,1', '+ 2,7', '(функция автоматизирована).', '', '', 'ЗНАК УТВЕРЖДЕНИЯ', '', '', '', '', 'адрес: 620146, г. Екатеринбург,', 'Решетникова, 22а', '', '', '', '', '', '']"
20,2010-44028-10.pdf,"['Ключи моментные предельные моделей 550, 800, 1000, 1500, 550 ТН (ТН Р), 550 Р, 800 1000 Р, 1500 Р, (далее - ключи) предназначены для воспроизведения крутящего момента', 'Р, 1000 силы', '1000 Р, 1500 Р, силы с установленной', 'КОМПЛЕКТНОСТЬ', '', '', 'Н•м', '±3 ±3', 'Диапазон измерений,', 'измерений, Н•м', 'Пределы допускае-', 'допускае- мой отно- сительной погрешно-', 'погрешно- сти, °/о ±3', '', '', '', 'настоящем эксплуатации', 'Beaumont 16 IXJ,', 'моментных 1500 Р, утвержден', '1500 Р, утвержден в настоящем', 'предельных утвержден с техническими', 'утвержден с техническими описании типа, согласно государственной', ':\t фирма «Norbar Beaumont Коаё,']"
21,2010-44265-10.pdf,"['Трансформаторы напряжения \\ ЕЕ 72,5\t', 'кВ напряжения,', 'наибольшее рабочее напряжение, номинальные первичные напряжения,', 'Поверку трансформаторов производят в напряжения . Методика поверки"".', '', '']"
22,2020-62890-15.pdf,"['Расходомеры УРЖ2КМ Модель 3', '', 'измерения и внешними устройствами. Метрологические характеристики', 'импульсному выходу при измерении расхода, Пределы допускаемой относительной', 'Диапазон расходов, м3/ч', 'Пределы допускаемой относительной погрешности ЭБ по', 'индикатору, %,', '±0,6', 'УПР с DN от 15 по 1800 мм', 'Расходомер УРЖ2КМ Модель', 'числе: ТЕСС 421457.016', 'Пьезоэлектрический ПЭП-6', 'По', 'Приказ Росстандарта от 07.02.2018 поверочной схемы для средств измерений', 'установленные в соответствии', 'Сведения о методиках (методах) измерений', 'Сведения о методиках приведены в эксплуатационном', 'расходомерам']"
23,2010-43814-10.pdf,"['Расходомер НЕМ ЗОЗОК', 'потребляемая мощность, В', 'Диапазон измерений объемного расхода, м3/ч\t', 'Пределы допускаемой относительной погрешности, °/о\t', '0,50;', 'ИЗГОТОВИТЕЛЬ', 'и массы жидкости"". Техническая документация', 'ЗАКЛЮЧЕНИЕ', '']"
24,2017-43982-17.pdf,"['Системы газоаналитические ГАС ЕТ', '', 'Влияние программного обеспечения систем', 'Погрешность относительная,', 'абсолютная', '±2 млн-1', 'ненты состав', 'млн-1 -', '-', '-', 'ненты состав', '±4 % об -', '±0,04 % об -', '-', 'ненты состав', '±15 млн-1', '±15 млн-1', '- ±20 млн-1', 'ненты состав', 'млн-1 -', '', '±20 млн-1', 'ненты состав', '±5', '', '± 60 млн-1 -', 'компонента', '% отн. (относительн.) ±3,5 % от верхнего', '±3,5 % от предела', '±5 % отн.', '- напряжение переменного тока, В', '', '', 'ВНКЕ2.840.016 ВНКЕ2.840.005', 'включены устройства, перечисленные в таблице', '', '', 'октября 2016', 'вредных веществ этими двигателями (только', 'д. 12 а', '', 'стандартизации,']"
25,2010-43732-10.pdf,"['Аппаратура геодезическая спутниковая', 'одночастотная КНС ГЛОНАСС/GPS', 'GS1{1700 CSX', '- в плане\t', '- по высоте\t\t', 'измерений координат в дифференциальном', 'Средняя квадратическая погрешность (СКП) измерений приращений координат в плане и по высоте в режиме «Статика», более:', 'высоте в режиме «Статика», не более: -', 'в плане\t высоте\t', '5 мм + 1 . 10-6 •D; \t 8 + 2 . 10-6 •D,', '- по высоте\t', '\t 8 мм + 2 . 10-6 •D, базиса, мм.', 'систематическая абсолютная погрешность приёмник спутниковый геодезический двухчастотный', 'приёмник спутниковый геодезический двухчастотный координат в плане ( 3+0,5 . 10 •D), по высоте', 'плане ( 3+0,5 . 10 станция базовая', ""РФ и руководителем ГЦI'I СИ ФГУП «ВН ИМ им. Д.И. Менделеева» в ноябре 2009 г. и вхо- дящим в комплект поставки."", 'дящим в комплект поставки. Средства поверки: автоматизированное', 'Средства потребителей', 'навигационной аппа- погрешности пере-', 'потребителей координат от', 'погрешности пере- эталон 1-го разряда']"
